,model,metrics,values
512,KNN,test_accuracy,0.9648798521256932
538,KNN,test_accuracy,0.9648798521256932
879,KNN,test_recall_weighted,0.9648798521256932
892,KNN,test_recall_weighted,0.9648798521256932
692,KNN,test_precision_weighted,0.9671808273312512
718,KNN,test_precision_weighted,0.9671808273312512
712,KNN,test_precision_weighted,0.9671808273312512
709,KNN,test_precision_weighted,0.9671808273312512
707,KNN,test_precision_weighted,0.9671808273312512
698,KNN,test_precision_weighted,0.9671808273312512
699,KNN,test_precision_weighted,0.9671808273312512
1201,SVM,test_roc_auc,0.9735224818914856
1200,SVM,test_roc_auc,0.9735224818914856
1224,SVM,test_roc_auc,0.9735224818914856
1208,SVM,test_roc_auc,0.9735224818914856
1057,KNN,test_f1_weighted,0.9741044068666265
1079,KNN,test_f1_weighted,0.9741044068666265
1061,KNN,test_f1_weighted,0.9741044068666265
1065,KNN,test_f1_weighted,0.9741044068666265
1051,KNN,test_f1_weighted,0.9741044068666265
1053,KNN,test_f1_weighted,0.9741044068666265
525,KNN,test_accuracy,0.9741219963031423
881,KNN,test_recall_weighted,0.9741219963031423
885,KNN,test_recall_weighted,0.9741219963031423
513,KNN,test_accuracy,0.9741219963031423
511,KNN,test_accuracy,0.9741219963031423
899,KNN,test_recall_weighted,0.9741219963031423
877,KNN,test_recall_weighted,0.9741219963031423
521,KNN,test_accuracy,0.9741219963031423
517,KNN,test_accuracy,0.9741219963031423
873,KNN,test_recall_weighted,0.9741219963031423
871,KNN,test_recall_weighted,0.9741219963031423
539,KNN,test_accuracy,0.9741219963031423
1076,KNN,test_f1_weighted,0.9744574302873057
1050,KNN,test_f1_weighted,0.9744574302873057
1073,KNN,test_f1_weighted,0.9744574302873057
1054,KNN,test_f1_weighted,0.9744574302873057
1063,KNN,test_f1_weighted,0.9744574302873057
1055,KNN,test_f1_weighted,0.9744574302873057
1064,KNN,test_f1_weighted,0.9744574302873057
1060,KNN,test_f1_weighted,0.9744574302873057
896,KNN,test_recall_weighted,0.9744916820702403
880,KNN,test_recall_weighted,0.9744916820702403
870,KNN,test_recall_weighted,0.9744916820702403
883,KNN,test_recall_weighted,0.9744916820702403
875,KNN,test_recall_weighted,0.9744916820702403
884,KNN,test_recall_weighted,0.9744916820702403
874,KNN,test_recall_weighted,0.9744916820702403
893,KNN,test_recall_weighted,0.9744916820702403
536,KNN,test_accuracy,0.9744916820702403
510,KNN,test_accuracy,0.9744916820702403
514,KNN,test_accuracy,0.9744916820702403
515,KNN,test_accuracy,0.9744916820702403
533,KNN,test_accuracy,0.9744916820702403
520,KNN,test_accuracy,0.9744916820702403
523,KNN,test_accuracy,0.9744916820702403
524,KNN,test_accuracy,0.9744916820702403
697,KNN,test_precision_weighted,0.9753949831329245
705,KNN,test_precision_weighted,0.9753949831329245
719,KNN,test_precision_weighted,0.9753949831329245
701,KNN,test_precision_weighted,0.9753949831329245
691,KNN,test_precision_weighted,0.9753949831329245
693,KNN,test_precision_weighted,0.9753949831329245
1066,KNN,test_f1_weighted,0.975587307491321
1074,KNN,test_f1_weighted,0.975587307491321
1071,KNN,test_f1_weighted,0.975587307491321
1070,KNN,test_f1_weighted,0.975587307491321
1062,KNN,test_f1_weighted,0.975587307491321
894,KNN,test_recall_weighted,0.9756007393715342
882,KNN,test_recall_weighted,0.9756007393715342
891,KNN,test_recall_weighted,0.9756007393715342
890,KNN,test_recall_weighted,0.9756007393715342
876,KNN,test_recall_weighted,0.9756007393715342
535,KNN,test_accuracy,0.9756007393715342
528,KNN,test_accuracy,0.9756007393715342
534,KNN,test_accuracy,0.9756007393715342
895,KNN,test_recall_weighted,0.9756007393715342
516,KNN,test_accuracy,0.9756007393715342
537,KNN,test_accuracy,0.9756007393715342
897,KNN,test_recall_weighted,0.9756007393715342
531,KNN,test_accuracy,0.9756007393715342
522,KNN,test_accuracy,0.9756007393715342
530,KNN,test_accuracy,0.9756007393715342
526,KNN,test_accuracy,0.9756007393715342
888,KNN,test_recall_weighted,0.9756007393715342
886,KNN,test_recall_weighted,0.9756007393715342
1068,KNN,test_f1_weighted,0.9756027201384793
1056,KNN,test_f1_weighted,0.9756027201384793
1075,KNN,test_f1_weighted,0.9756027201384793
1077,KNN,test_f1_weighted,0.9756027201384793
695,KNN,test_precision_weighted,0.9756988658405789
704,KNN,test_precision_weighted,0.9756988658405789
713,KNN,test_precision_weighted,0.9756988658405789
716,KNN,test_precision_weighted,0.9756988658405789
690,KNN,test_precision_weighted,0.9756988658405789
700,KNN,test_precision_weighted,0.9756988658405789
694,KNN,test_precision_weighted,0.9756988658405789
703,KNN,test_precision_weighted,0.9756988658405789
1211,SVM,test_roc_auc,0.975865517384749
1216,SVM,test_roc_auc,0.975865517384749
1218,SVM,test_roc_auc,0.975865517384749
1219,SVM,test_roc_auc,0.975865517384749
1203,SVM,test_roc_auc,0.975865517384749
1206,SVM,test_roc_auc,0.975865517384749
702,KNN,test_precision_weighted,0.976737993044895
706,KNN,test_precision_weighted,0.976737993044895
714,KNN,test_precision_weighted,0.976737993044895
710,KNN,test_precision_weighted,0.976737993044895
711,KNN,test_precision_weighted,0.976737993044895
715,KNN,test_precision_weighted,0.9767668155492886
696,KNN,test_precision_weighted,0.9767668155492886
708,KNN,test_precision_weighted,0.9767668155492886
717,KNN,test_precision_weighted,0.9767668155492886
1227,SVM,test_roc_auc,0.9782460267527423
1223,SVM,test_roc_auc,0.9782460267527423
1217,SVM,test_roc_auc,0.9782460267527423
1215,SVM,test_roc_auc,0.9782460267527423
1204,SVM,test_roc_auc,0.9782460267527423
1212,SVM,test_roc_auc,0.9782460267527423
1222,SVM,test_roc_auc,0.9785945059450594
1228,SVM,test_roc_auc,0.9785945059450594
1220,SVM,test_roc_auc,0.9785945059450594
1221,SVM,test_roc_auc,0.9785945059450594
1229,SVM,test_roc_auc,0.9785945059450594
1209,SVM,test_roc_auc,0.9785945059450594
1207,SVM,test_roc_auc,0.9789455385140189
1226,SVM,test_roc_auc,0.9789455385140189
1225,SVM,test_roc_auc,0.9789455385140189
1214,SVM,test_roc_auc,0.9789455385140189
1202,SVM,test_roc_auc,0.9789455385140189
1205,SVM,test_roc_auc,0.9789455385140189
1210,SVM,test_roc_auc,0.9789455385140189
1213,SVM,test_roc_auc,0.9789455385140189
972,XGB,test_f1_weighted,0.9866886271214262
967,XGB,test_f1_weighted,0.9866886271214262
980,XGB,test_f1_weighted,0.9866886271214262
988,XGB,test_f1_weighted,0.9866886271214262
976,XGB,test_f1_weighted,0.9866886271214262
792,XGB,test_recall_weighted,0.9866913123844732
427,XGB,test_accuracy,0.9866913123844732
436,XGB,test_accuracy,0.9866913123844732
808,XGB,test_recall_weighted,0.9866913123844732
800,XGB,test_recall_weighted,0.9866913123844732
796,XGB,test_recall_weighted,0.9866913123844732
440,XGB,test_accuracy,0.9866913123844732
432,XGB,test_accuracy,0.9866913123844732
448,XGB,test_accuracy,0.9866913123844732
787,XGB,test_recall_weighted,0.9866913123844732
607,XGB,test_precision_weighted,0.9870357500222583
612,XGB,test_precision_weighted,0.9870357500222583
616,XGB,test_precision_weighted,0.9870357500222583
620,XGB,test_precision_weighted,0.9870357500222583
628,XGB,test_precision_weighted,0.9870357500222583
1252,KNN,test_roc_auc,0.987037037037037
1249,KNN,test_roc_auc,0.987037037037037
1258,KNN,test_roc_auc,0.987037037037037
1232,KNN,test_roc_auc,0.987037037037037
1238,KNN,test_roc_auc,0.987037037037037
1239,KNN,test_roc_auc,0.987037037037037
1247,KNN,test_roc_auc,0.987037037037037
1254,KNN,test_roc_auc,0.9874538745387454
1242,KNN,test_roc_auc,0.9874538745387454
1251,KNN,test_roc_auc,0.9874538745387454
1250,KNN,test_roc_auc,0.9874538745387454
1246,KNN,test_roc_auc,0.9874538745387454
1253,KNN,test_roc_auc,0.9893617021276595
1243,KNN,test_roc_auc,0.9893617021276595
1234,KNN,test_roc_auc,0.9893617021276595
1240,KNN,test_roc_auc,0.9893617021276595
1230,KNN,test_roc_auc,0.9893617021276595
1256,KNN,test_roc_auc,0.9893617021276595
1244,KNN,test_roc_auc,0.9893617021276595
1235,KNN,test_roc_auc,0.9893617021276595
1257,KNN,test_roc_auc,0.9899280575539569
1248,KNN,test_roc_auc,0.9899280575539569
1236,KNN,test_roc_auc,0.9899280575539569
1255,KNN,test_roc_auc,0.9899280575539569
1233,KNN,test_roc_auc,0.9907544378698224
1231,KNN,test_roc_auc,0.9907544378698224
1237,KNN,test_roc_auc,0.9907544378698224
1241,KNN,test_roc_auc,0.9907544378698224
1245,KNN,test_roc_auc,0.9907544378698224
1259,KNN,test_roc_auc,0.9907544378698224
1010,RF,test_f1_weighted,0.9911266975388358
997,RF,test_f1_weighted,0.9911266975388358
830,RF,test_recall_weighted,0.9911275415896488
817,RF,test_recall_weighted,0.9911275415896488
470,RF,test_accuracy,0.9911275415896488
457,RF,test_accuracy,0.9911275415896488
637,RF,test_precision_weighted,0.991281957109481
650,RF,test_precision_weighted,0.991281957109481
978,XGB,test_f1_weighted,0.9922345019345299
984,XGB,test_f1_weighted,0.9922345019345299
960,XGB,test_f1_weighted,0.9922345019345299
970,XGB,test_f1_weighted,0.9922345019345299
971,XGB,test_f1_weighted,0.9922345019345299
966,XGB,test_f1_weighted,0.9922345019345299
987,XGB,test_f1_weighted,0.9922345019345299
989,XGB,test_f1_weighted,0.9922345019345299
968,XGB,test_f1_weighted,0.9922361086741432
986,XGB,test_f1_weighted,0.9922361086741432
962,XGB,test_f1_weighted,0.9922361086741432
975,XGB,test_f1_weighted,0.9922361086741432
964,XGB,test_f1_weighted,0.9922361086741432
974,XGB,test_f1_weighted,0.9922362423807435
969,XGB,test_f1_weighted,0.9922362423807435
979,XGB,test_f1_weighted,0.9922362423807435
973,XGB,test_f1_weighted,0.9922362423807435
983,XGB,test_f1_weighted,0.9922362423807435
963,XGB,test_f1_weighted,0.9922362423807435
793,XGB,test_recall_weighted,0.9922365988909427
794,XGB,test_recall_weighted,0.9922365988909427
795,XGB,test_recall_weighted,0.9922365988909427
798,XGB,test_recall_weighted,0.9922365988909427
799,XGB,test_recall_weighted,0.9922365988909427
803,XGB,test_recall_weighted,0.9922365988909427
804,XGB,test_recall_weighted,0.9922365988909427
806,XGB,test_recall_weighted,0.9922365988909427
807,XGB,test_recall_weighted,0.9922365988909427
791,XGB,test_recall_weighted,0.9922365988909427
790,XGB,test_recall_weighted,0.9922365988909427
424,XGB,test_accuracy,0.9922365988909427
788,XGB,test_recall_weighted,0.9922365988909427
426,XGB,test_accuracy,0.9922365988909427
428,XGB,test_accuracy,0.9922365988909427
429,XGB,test_accuracy,0.9922365988909427
430,XGB,test_accuracy,0.9922365988909427
431,XGB,test_accuracy,0.9922365988909427
433,XGB,test_accuracy,0.9922365988909427
434,XGB,test_accuracy,0.9922365988909427
435,XGB,test_accuracy,0.9922365988909427
438,XGB,test_accuracy,0.9922365988909427
439,XGB,test_accuracy,0.9922365988909427
789,XGB,test_recall_weighted,0.9922365988909427
443,XGB,test_accuracy,0.9922365988909427
446,XGB,test_accuracy,0.9922365988909427
447,XGB,test_accuracy,0.9922365988909427
449,XGB,test_accuracy,0.9922365988909427
423,XGB,test_accuracy,0.9922365988909427
422,XGB,test_accuracy,0.9922365988909427
420,XGB,test_accuracy,0.9922365988909427
780,XGB,test_recall_weighted,0.9922365988909427
782,XGB,test_recall_weighted,0.9922365988909427
783,XGB,test_recall_weighted,0.9922365988909427
786,XGB,test_recall_weighted,0.9922365988909427
444,XGB,test_accuracy,0.9922365988909427
784,XGB,test_recall_weighted,0.9922365988909427
809,XGB,test_recall_weighted,0.9922365988909427
627,XGB,test_precision_weighted,0.9923522240138435
624,XGB,test_precision_weighted,0.9923522240138435
618,XGB,test_precision_weighted,0.9923522240138435
611,XGB,test_precision_weighted,0.9923522240138435
610,XGB,test_precision_weighted,0.9923522240138435
606,XGB,test_precision_weighted,0.9923522240138435
600,XGB,test_precision_weighted,0.9923522240138435
629,XGB,test_precision_weighted,0.9923522240138435
626,XGB,test_precision_weighted,0.9923552534930463
615,XGB,test_precision_weighted,0.9923552534930463
608,XGB,test_precision_weighted,0.9923552534930463
604,XGB,test_precision_weighted,0.9923552534930463
602,XGB,test_precision_weighted,0.9923552534930463
609,XGB,test_precision_weighted,0.9923555131311252
623,XGB,test_precision_weighted,0.9923555131311252
619,XGB,test_precision_weighted,0.9923555131311252
614,XGB,test_precision_weighted,0.9923555131311252
613,XGB,test_precision_weighted,0.9923555131311252
603,XGB,test_precision_weighted,0.9923555131311252
1008,RF,test_f1_weighted,0.9948235368323299
992,RF,test_f1_weighted,0.9948235368323299
1001,RF,test_f1_weighted,0.9948235368323299
996,RF,test_f1_weighted,0.9948235368323299
1016,RF,test_f1_weighted,0.9948235368323299
994,RF,test_f1_weighted,0.9948235368323299
1012,RF,test_f1_weighted,0.9948243101352102
1013,RF,test_f1_weighted,0.9948243101352102
1003,RF,test_f1_weighted,0.9948243101352102
1014,RF,test_f1_weighted,0.9948243101352102
1007,RF,test_f1_weighted,0.9948243101352102
1019,RF,test_f1_weighted,0.9948243101352102
1018,RF,test_f1_weighted,0.9948243101352102
479,RF,test_accuracy,0.9948243992606285
461,RF,test_accuracy,0.9948243992606285
463,RF,test_accuracy,0.9948243992606285
468,RF,test_accuracy,0.9948243992606285
478,RF,test_accuracy,0.9948243992606285
472,RF,test_accuracy,0.9948243992606285
454,RF,test_accuracy,0.9948243992606285
473,RF,test_accuracy,0.9948243992606285
474,RF,test_accuracy,0.9948243992606285
476,RF,test_accuracy,0.9948243992606285
452,RF,test_accuracy,0.9948243992606285
467,RF,test_accuracy,0.9948243992606285
456,RF,test_accuracy,0.9948243992606285
828,RF,test_recall_weighted,0.9948243992606285
833,RF,test_recall_weighted,0.9948243992606285
838,RF,test_recall_weighted,0.9948243992606285
836,RF,test_recall_weighted,0.9948243992606285
832,RF,test_recall_weighted,0.9948243992606285
816,RF,test_recall_weighted,0.9948243992606285
827,RF,test_recall_weighted,0.9948243992606285
821,RF,test_recall_weighted,0.9948243992606285
834,RF,test_recall_weighted,0.9948243992606285
823,RF,test_recall_weighted,0.9948243992606285
814,RF,test_recall_weighted,0.9948243992606285
812,RF,test_recall_weighted,0.9948243992606285
839,RF,test_recall_weighted,0.9948243992606285
656,RF,test_precision_weighted,0.9948760445994391
632,RF,test_precision_weighted,0.9948760445994391
634,RF,test_precision_weighted,0.9948760445994391
636,RF,test_precision_weighted,0.9948760445994391
641,RF,test_precision_weighted,0.9948760445994391
648,RF,test_precision_weighted,0.9948760445994391
643,RF,test_precision_weighted,0.9948775212623522
647,RF,test_precision_weighted,0.9948775212623522
652,RF,test_precision_weighted,0.9948775212623522
653,RF,test_precision_weighted,0.9948775212623522
658,RF,test_precision_weighted,0.9948775212623522
659,RF,test_precision_weighted,0.9948775212623522
654,RF,test_precision_weighted,0.9948775212623522
1005,RF,test_f1_weighted,0.9951939654846121
1002,RF,test_f1_weighted,0.9951939654846121
991,RF,test_f1_weighted,0.9951939654846121
995,RF,test_f1_weighted,0.9951939654846121
1006,RF,test_f1_weighted,0.9951939654846121
1004,RF,test_f1_weighted,0.9951939654846121
1017,RF,test_f1_weighted,0.9951939654846121
1015,RF,test_f1_weighted,0.9951939654846121
998,RF,test_f1_weighted,0.9951939654846121
1000,RF,test_f1_weighted,0.9951939654846121
1011,RF,test_f1_weighted,0.9951939654846121
441,XGB,test_accuracy,0.9951940850277264
442,XGB,test_accuracy,0.9951940850277264
824,RF,test_recall_weighted,0.9951940850277264
810,RF,test_recall_weighted,0.9951940850277264
477,RF,test_accuracy,0.9951940850277264
811,RF,test_recall_weighted,0.9951940850277264
445,XGB,test_accuracy,0.9951940850277264
475,RF,test_accuracy,0.9951940850277264
813,RF,test_recall_weighted,0.9951940850277264
471,RF,test_accuracy,0.9951940850277264
450,RF,test_accuracy,0.9951940850277264
451,RF,test_accuracy,0.9951940850277264
462,RF,test_accuracy,0.9951940850277264
822,RF,test_recall_weighted,0.9951940850277264
453,RF,test_accuracy,0.9951940850277264
469,RF,test_accuracy,0.9951940850277264
455,RF,test_accuracy,0.9951940850277264
831,RF,test_recall_weighted,0.9951940850277264
820,RF,test_recall_weighted,0.9951940850277264
466,RF,test_accuracy,0.9951940850277264
465,RF,test_accuracy,0.9951940850277264
464,RF,test_accuracy,0.9951940850277264
458,RF,test_accuracy,0.9951940850277264
459,RF,test_accuracy,0.9951940850277264
460,RF,test_accuracy,0.9951940850277264
819,RF,test_recall_weighted,0.9951940850277264
818,RF,test_recall_weighted,0.9951940850277264
815,RF,test_recall_weighted,0.9951940850277264
425,XGB,test_accuracy,0.9951940850277264
805,XGB,test_recall_weighted,0.9951940850277264
825,RF,test_recall_weighted,0.9951940850277264
829,RF,test_recall_weighted,0.9951940850277264
826,RF,test_recall_weighted,0.9951940850277264
781,XGB,test_recall_weighted,0.9951940850277264
785,XGB,test_recall_weighted,0.9951940850277264
437,XGB,test_accuracy,0.9951940850277264
797,XGB,test_recall_weighted,0.9951940850277264
421,XGB,test_accuracy,0.9951940850277264
837,RF,test_recall_weighted,0.9951940850277264
835,RF,test_recall_weighted,0.9951940850277264
801,XGB,test_recall_weighted,0.9951940850277264
802,XGB,test_recall_weighted,0.9951940850277264
1009,RF,test_f1_weighted,0.9951946146970274
961,XGB,test_f1_weighted,0.9951946146970274
999,RF,test_f1_weighted,0.9951946146970274
981,XGB,test_f1_weighted,0.9951946146970274
993,RF,test_f1_weighted,0.9951946146970274
990,RF,test_f1_weighted,0.9951946146970274
977,XGB,test_f1_weighted,0.9951946146970274
965,XGB,test_f1_weighted,0.9951946146970274
985,XGB,test_f1_weighted,0.9951946146970274
982,XGB,test_f1_weighted,0.9951946146970274
657,RF,test_precision_weighted,0.9952398221394684
655,RF,test_precision_weighted,0.9952398221394684
651,RF,test_precision_weighted,0.9952398221394684
646,RF,test_precision_weighted,0.9952398221394684
645,RF,test_precision_weighted,0.9952398221394684
644,RF,test_precision_weighted,0.9952398221394684
642,RF,test_precision_weighted,0.9952398221394684
640,RF,test_precision_weighted,0.9952398221394684
638,RF,test_precision_weighted,0.9952398221394684
631,RF,test_precision_weighted,0.9952398221394684
635,RF,test_precision_weighted,0.9952398221394684
617,XGB,test_precision_weighted,0.9952411308821236
639,RF,test_precision_weighted,0.9952411308821236
605,XGB,test_precision_weighted,0.9952411308821236
630,RF,test_precision_weighted,0.9952411308821236
625,XGB,test_precision_weighted,0.9952411308821236
601,XGB,test_precision_weighted,0.9952411308821236
649,RF,test_precision_weighted,0.9952411308821236
622,XGB,test_precision_weighted,0.9952411308821236
621,XGB,test_precision_weighted,0.9952411308821236
633,RF,test_precision_weighted,0.9952411308821236
1152,XGB,test_roc_auc,0.9986803334700014
1168,XGB,test_roc_auc,0.9986803334700014
1160,XGB,test_roc_auc,0.9986803334700014
1147,XGB,test_roc_auc,0.9986803334700014
1156,XGB,test_roc_auc,0.9986803334700014
1165,XGB,test_roc_auc,0.9991295784665044
1141,XGB,test_roc_auc,0.9991295784665044
1162,XGB,test_roc_auc,0.9991295784665044
1161,XGB,test_roc_auc,0.9991295784665044
1145,XGB,test_roc_auc,0.9991295784665044
1157,XGB,test_roc_auc,0.9991295784665044
1164,XGB,test_roc_auc,0.9994627785400269
1158,XGB,test_roc_auc,0.9994627785400269
1167,XGB,test_roc_auc,0.9994627785400269
1169,XGB,test_roc_auc,0.9994627785400269
1151,XGB,test_roc_auc,0.9994627785400269
1150,XGB,test_roc_auc,0.9994627785400269
1146,XGB,test_roc_auc,0.9994627785400269
1140,XGB,test_roc_auc,0.9994627785400269
1149,XGB,test_roc_auc,0.9995353286866203
1159,XGB,test_roc_auc,0.9995353286866203
1143,XGB,test_roc_auc,0.9995353286866203
1163,XGB,test_roc_auc,0.9995353286866203
1153,XGB,test_roc_auc,0.9995353286866203
1154,XGB,test_roc_auc,0.9995353286866203
1155,XGB,test_roc_auc,0.9996818378619505
1148,XGB,test_roc_auc,0.9996818378619505
1144,XGB,test_roc_auc,0.9996818378619505
1142,XGB,test_roc_auc,0.9996818378619505
1166,XGB,test_roc_auc,0.9996818378619505
1198,RF,test_roc_auc,0.9999999999999999
1194,RF,test_roc_auc,0.9999999999999999
1193,RF,test_roc_auc,0.9999999999999999
1192,RF,test_roc_auc,0.9999999999999999
1187,RF,test_roc_auc,0.9999999999999999
1183,RF,test_roc_auc,0.9999999999999999
1199,RF,test_roc_auc,0.9999999999999999
1170,RF,test_roc_auc,1.0
1197,RF,test_roc_auc,1.0
1196,RF,test_roc_auc,1.0
1195,RF,test_roc_auc,1.0
1191,RF,test_roc_auc,1.0
1190,RF,test_roc_auc,1.0
1189,RF,test_roc_auc,1.0
1188,RF,test_roc_auc,1.0
1186,RF,test_roc_auc,1.0
1185,RF,test_roc_auc,1.0
1182,RF,test_roc_auc,1.0
1181,RF,test_roc_auc,1.0
1180,RF,test_roc_auc,1.0
1179,RF,test_roc_auc,1.0
1178,RF,test_roc_auc,1.0
1177,RF,test_roc_auc,1.0
1176,RF,test_roc_auc,1.0
1174,RF,test_roc_auc,1.0
1173,RF,test_roc_auc,1.0
1172,RF,test_roc_auc,1.0
1171,RF,test_roc_auc,1.0
1184,RF,test_roc_auc,1.0
1175,RF,test_roc_auc,1.0
